LCLid,day,energy_median,energy_mean,energy_max,energy_count,energy_std,energy_sum,energy_min,flag
MAC004955,6/8/2012,0.15,0.22,0.834,48,0.161,10.57,0.102,no
MAC000897,9/19/2013,0.083,0.134,0.556,48,0.136,6.447,0.029,no
MAC003900,12/31/2012,0.226,0.321,1.249,48,0.265,15.384,0.076,no
MAC003403,1/9/2014,0.088,0.109,0.266,48,0.053,5.245,0.049,no
MAC002474,5/24/2012,1.891,0.612,2.837,18,1.305,21.821,1.474,yes
MAC002575,12/15/2013,0.32,1.137,3.667,43,0.097,105.085,1.247,yes
MAC002327,11/24/2013,1.297,2.295,2.937,44,0.065,47.049,0.546,yes
MAC004832,1/12/2014,0.246,0.305,1.268,48,0.27,14.664,0.024,no
MAC001448,5/23/2012,0.097,0.097,0.182,48,0.034,4.647,0.032,no
MAC003903,8/8/2013,0.297,0.39,1.776,48,0.294,18.721,0.14,no
MAC002595,2/6/2013,0.122,0.573,1.938,7,0.89,13.749,2.164,yes
MAC002528,12/5/2013,0.932,0.054,0.776,24,0.135,37.555,0.5,yes
MAC002595,3/11/2013,0.186,0.227,1.243,48,0.241,10.904,0.034,no
MAC001410,10/13/2012,0.069,0.071,0.141,48,0.019,3.429,0.039,no
MAC002582,4/11/2013,0.121,0.183,0.774,48,0.172,8.772,0.037,no
MAC002327,10/17/2013,0.249,0.407,1.642,48,0.36,19.535,0.126,no
MAC003225,6/21/2013,0.16,0.18,0.402,48,0.069,8.645,0.091,no
MAC001835,10/25/2013,2.957,0.449,3.112,34,1.425,108.488,0.696,yes
MAC002474,12/1/2012,1.816,1.614,0.677,1,1.335,96.968,1.47,yes
MAC002327,2/21/2013,1.253,1.001,1.757,21,1.423,105.357,1.307,yes
MAC003445,10/30/2013,0.325,0.437,1.153,48,0.287,20.965,0.15,no
MAC003427,4/13/2013,0.298,0.403,1.642,48,0.335,19.327,0.113,no
MAC001966,8/14/2013,0.609,2.423,0.551,18,0.887,72.921,0.768,yes
MAC004567,9/1/2013,0.11,0.119,0.355,48,0.061,5.69,0.04,no
MAC003441,4/24/2013,0.25,0.296,1.181,48,0.227,14.229,0.124,no
MAC004287,12/22/2012,0.275,0.356,0.734,48,0.207,17.096,0.1,no
MAC001410,10/28/2013,0.176,0.258,0.776,48,0.199,12.39,0.05,no
MAC000897,2/1/2013,0.121,0.136,0.448,48,0.084,6.514,0.051,no
MAC002214,7/29/2013,0.091,0.114,0.58,48,0.098,5.462,0.039,no
MAC002606,9/13/2012,1.434,1.187,1.376,41,1.173,106.39,1.916,yes
MAC001835,12/6/2013,0.284,0.281,0.658,48,0.144,13.479,0.048,no
MAC003876,11/17/2012,0.306,0.46,1.204,48,0.263,22.065,0.26,no
MAC002575,1/20/2014,0.57,1.267,1.558,31,1.225,97.848,2.075,yes
MAC002582,1/2/2013,0.236,0.293,1.305,48,0.279,14.064,0.036,no
MAC002474,9/4/2013,0.056,0.052,0.156,48,0.027,2.503,0.013,no
MAC002528,5/18/2013,0.039,0.085,0.824,48,0.146,4.056,0.021,no
MAC002582,1/30/2014,1.764,0.852,4.076,38,0.245,29.111,1.008,yes
MAC000897,1/28/2014,0.096,0.105,0.254,48,0.055,5.05,0.042,no
MAC002595,10/13/2012,2.859,2.428,3.023,19,0.799,33.689,0.372,yes
MAC001966,9/13/2013,0.566,1.938,0.309,47,1.217,88.556,1.229,yes
MAC003607,12/9/2012,0.238,0.578,3.25,48,0.747,27.746,0.074,no
MAC001448,4/13/2013,0.11,0.111,0.249,48,0.04,5.338,0.053,no
MAC001448,2/25/2014,0.138,0.497,3.835,33,0.117,114.591,0.075,yes
MAC002528,9/15/2013,1.103,0.899,3.951,18,0.374,102.843,1.739,yes
MAC002474,5/13/2013,2.62,0.055,0.607,36,0.426,52.291,1.878,yes
MAC002575,7/1/2013,1.452,1.501,1.532,24,0.426,26.515,1.174,yes
MAC002474,8/13/2013,2.361,1.134,2.123,30,0.736,47.838,0.142,yes
MAC003822,6/3/2013,0.079,0.09,0.232,48,0.051,4.335,0.028,no
MAC002528,6/19/2013,0.04,0.052,0.311,48,0.046,2.508,0.021,no
MAC002582,11/7/2012,1.806,0.882,4.097,42,0.679,7.96,0.612,yes
MAC002528,9/20/2012,1.64,1.642,1.323,18,1.27,52.288,1.838,yes
MAC002606,3/25/2013,1.21,0.718,0.245,16,0.506,26.14,1.29,yes
MAC002214,2/13/2013,2.807,0.797,0.144,23,0.009,28.827,1.916,yes
MAC001448,4/14/2013,0.12,0.117,0.194,48,0.036,5.628,0.053,no
MAC005172,5/17/2013,0.078,0.14,0.443,48,0.116,6.703,0.034,no
MAC002575,10/22/2012,1.025,0.198,0.095,27,1.209,33.936,2.284,yes
MAC002575,6/17/2013,2.767,0.386,4.378,36,1.386,33.54,1.184,yes
MAC000897,6/3/2013,2.801,0.853,0.743,43,1.069,65.708,1.719,yes
MAC002599,12/4/2012,1.286,2.324,3.925,22,1.055,21.59,2.125,yes
MAC003358,5/10/2013,0.079,0.089,0.21,48,0.033,4.255,0.053,no
MAC002528,12/31/2013,0.036,0.086,0.684,48,0.12,4.121,0.02,no
MAC003908,11/2/2013,0.007,0.032,0.359,48,0.081,1.52,0.006,no
MAC001448,10/2/2012,2.688,0.659,1.872,16,0.505,73.6,1.894,yes
MAC002528,6/6/2013,0.241,2.094,2.817,18,1.113,103.027,2.103,yes
MAC003900,6/3/2013,0.105,0.1,0.256,48,0.044,4.813,0.056,no
MAC002528,11/3/2013,2.607,1.161,2.601,1,1.217,27.613,1.462,yes
MAC002214,6/23/2013,1.459,0.24,3.438,1,0.615,66.247,1.38,yes
MAC002859,11/23/2012,1.772,2.078,4.805,23,0.994,50.151,1.153,yes
MAC001966,8/27/2013,0.151,0.375,1.825,48,0.412,18.008,0.099,no
MAC005172,7/19/2012,0.065,0.171,1.59,48,0.327,8.219,0.034,no
MAC004955,11/6/2013,0.112,0.116,0.169,48,0.023,5.576,0.084,no
MAC004832,11/5/2012,0.179,0.218,1.393,48,0.233,10.46,0.024,no
MAC002606,10/4/2012,0.15,0.187,0.701,48,0.125,8.957,0.043,no
MAC003211,2/26/2013,0.245,0.349,1.967,48,0.332,16.762,0.094,no
MAC002327,2/28/2013,1.193,1.373,0.925,4,0.775,68.766,0.91,yes
MAC002528,4/13/2013,0.047,0.096,0.694,48,0.131,4.599,0.021,no
MAC003822,2/2/2013,0.149,0.187,0.905,48,0.137,8.991,0.06,no
MAC001448,10/29/2013,1.42,0.925,4.323,34,0.54,8.447,1.425,yes
MAC001966,12/12/2012,2.756,2.248,4.071,40,0.602,100.744,0.945,yes
MAC002595,8/19/2013,1.196,2.382,3.328,15,0.105,17.195,0.849,yes
MAC002582,4/16/2013,0.963,1.745,1.666,26,1.115,29.989,0.695,yes
MAC002481,11/13/2013,1.004,1.96,0.067,27,0.263,90.828,2.053,yes
MAC002862,9/9/2012,0.237,0.338,1.511,48,0.351,16.217,0.041,no
MAC002214,2/26/2014,1.075,0.177,3.762,30,0.288,90.57,0.704,yes
MAC004957,2/10/2014,0.042,0.058,0.215,48,0.053,2.8,0,no
MAC002474,3/7/2013,0.38,0.521,2.408,25,0.207,54.693,1.511,yes
MAC001410,6/11/2012,0.667,0.967,4.528,22,0.896,29.286,1.343,yes
MAC003365,11/13/2012,0.064,0.084,0.428,48,0.079,4.037,0.014,no
MAC002606,12/1/2012,1.059,0.36,1.269,1,0.835,96.555,1.075,yes
MAC002474,9/19/2012,1.582,0.4,0.454,32,0.64,61.571,2.197,yes
MAC004957,7/28/2012,0.047,0.043,0.132,48,0.032,2.081,0,no
MAC002481,12/14/2012,0.166,0.312,1.015,48,0.282,14.986,0.058,no
MAC003358,10/1/2013,0.093,0.12,0.301,48,0.062,5.743,0.056,no
MAC002606,10/10/2013,1.174,1.698,1.073,44,1.148,77.243,0.892,yes
MAC001410,10/20/2013,1.748,2.224,1.984,40,0.612,63.147,0.567,yes
MAC001410,2/14/2013,0.199,0.315,1.111,48,0.253,15.135,0.066,no
MAC002528,12/10/2012,1.083,1.584,1.489,9,0.938,39.14,0.005,yes
MAC002575,8/8/2012,0.295,1.974,3.663,2,0.17,91.584,0.268,yes
MAC003427,9/2/2013,0.2,0.213,0.447,48,0.065,10.214,0.119,no
MAC002528,10/21/2012,1.656,0.117,1.022,14,0.872,19.17,2.281,yes
MAC004287,7/17/2012,0.184,0.247,0.908,48,0.187,11.847,0.096,no
MAC003173,12/27/2012,0.24,0.482,1.763,48,0.482,23.16,0.06,no
MAC002214,11/23/2012,0.185,0.241,0.87,48,0.207,11.569,0.022,no
MAC002474,2/9/2014,2.446,0.169,2.651,44,0.878,49.639,0.3,yes
MAC001966,12/20/2012,1.922,1.932,0.802,12,0.062,22.185,0.789,yes
MAC003387,12/16/2012,0.043,0.056,0.339,48,0.054,2.709,0.013,no
MAC003876,8/29/2013,0.061,0.064,0.128,48,0.015,3.07,0.042,no
MAC005159,10/15/2012,0.225,0.386,1.817,48,0.344,18.538,0.164,no
MAC003173,12/25/2013,0.178,0.204,0.46,48,0.091,9.79,0.063,no
MAC004593,2/15/2013,2.032,1.738,4.22,47,0.98,81.668,0.607,no
MAC002481,12/12/2013,1.262,0.716,1.614,23,0.252,87.187,1.927,yes
MAC001448,5/13/2013,1.98,0.26,2.386,21,0.373,77.936,1.096,yes
MAC002575,9/21/2013,1.225,1.217,1.392,1,0.476,6.581,0.079,yes
MAC005159,10/26/2012,0.196,0.315,0.885,48,0.203,15.11,0.162,no
MAC001448,9/1/2013,2.583,1.251,3.106,43,0.698,70.033,0.312,yes
MAC003908,12/30/2012,0.241,0.315,1.118,48,0.304,15.118,0.031,no
MAC002214,5/30/2013,0.103,0.152,0.616,48,0.124,7.318,0.051,no
MAC002599,4/25/2013,0.186,0.211,0.531,48,0.098,10.113,0.086,no
MAC003822,4/18/2013,0.094,0.102,0.351,48,0.058,4.917,0.037,no
MAC003903,7/30/2013,0.352,0.461,1.354,48,0.282,22.146,0.166,no
MAC001966,9/25/2013,2.01,0.522,2.449,6,1.266,57.818,1.959,yes
MAC002528,1/5/2014,2.583,1.264,1.499,46,1.134,99.131,1.265,yes
MAC003580,12/19/2012,0.114,0.19,0.948,48,0.169,9.142,0.043,no
MAC003607,6/13/2013,0.114,0.267,1.447,48,0.343,12.818,0.061,no
MAC002528,10/19/2013,2.733,0.601,4.479,4,1.023,18.709,1.829,yes
MAC002327,7/24/2012,0.756,2.42,1.505,28,0.58,84.03,1.363,yes
MAC002481,3/2/2013,0.266,0.256,1.342,29,0.823,20.731,1.761,yes
MAC003876,9/27/2013,0.304,0.464,1.172,48,0.277,22.264,0.226,no
MAC003225,8/19/2013,0.18,0.223,0.691,48,0.123,10.705,0.089,no
MAC004543,11/13/2013,0.37,0.371,0.8,48,0.154,17.824,0.16,no
MAC002214,8/27/2013,2.935,0.558,1.242,10,0.947,60.832,0.8,yes
MAC004957,12/19/2013,0.046,0.049,0.16,48,0.044,2.372,0.001,no
MAC004417,10/29/2013,0.077,0.124,0.499,48,0.119,5.96,0.024,no
MAC001966,4/7/2013,2.166,0.224,2.816,35,0.359,67.849,0.186,yes
MAC002595,12/24/2012,0.132,0.143,0.328,48,0.086,6.849,0.035,no
MAC003876,7/31/2013,0.102,0.185,0.823,48,0.161,8.862,0.078,no
MAC004567,10/28/2012,0.205,0.235,0.552,48,0.152,11.288,0.047,no
MAC001410,9/27/2013,0.017,1.945,2.542,18,0.517,58.837,0.832,yes
MAC004957,2/21/2014,0.034,0.043,0.175,48,0.037,2.061,0,no
MAC002481,2/23/2014,1.122,1.052,0.214,9,0.53,99.323,0.296,yes
MAC003908,5/25/2013,0.058,0.081,0.228,48,0.056,3.884,0.028,no
MAC001448,6/8/2012,1.669,2.152,4.38,38,0.533,56.195,0.108,yes
MAC000897,1/1/2014,1.632,0.504,3.967,9,0.822,95.206,1.636,yes
MAC002474,12/28/2013,2.536,1.583,2.185,12,0.698,91.731,1.797,yes
MAC002474,5/29/2012,0.046,0.062,0.813,48,0.117,2.969,0.012,no
MAC002214,2/15/2014,0.285,0.034,2.645,30,0.795,97.385,1.857,yes
MAC002582,4/3/2013,0.138,0.212,0.812,48,0.201,10.192,0.035,no
MAC001410,6/15/2013,0.148,0.186,0.577,48,0.123,8.925,0.054,no
MAC003173,4/29/2013,0.159,0.244,1.224,48,0.243,11.694,0.066,no
MAC002474,7/22/2013,2.832,2.462,4.163,6,0.224,11.81,0.802,yes
MAC004417,12/8/2013,0.131,0.159,0.458,48,0.113,7.611,0.023,no
MAC002528,6/18/2013,2.408,2.351,0.98,7,0.377,17.073,2.295,yes
MAC001448,9/27/2012,1.434,0.732,3.391,3,0.075,46.705,1.576,yes
MAC003225,5/13/2013,0.22,0.248,0.82,48,0.128,11.913,0.139,no
MAC001966,2/14/2013,0.185,0.236,0.63,48,0.142,11.309,0.088,no
MAC003173,10/18/2012,0.18,0.414,1.565,48,0.41,19.865,0.054,no
MAC002528,7/12/2013,2.677,1.065,1.618,14,0.698,20.092,1.142,yes
MAC000897,7/14/2012,1.243,2.099,1.232,25,1.226,87.28,1.643,yes
MAC002859,6/9/2013,2.716,1.485,1.322,25,0.485,33.259,0.635,yes
MAC002575,7/30/2013,0.815,0.655,4.247,20,0.085,88.273,1.899,yes
MAC002862,1/9/2014,0.215,0.32,1.787,48,0.387,15.369,0.036,no
MAC003358,7/30/2013,0.111,0.152,0.442,48,0.094,7.31,0.068,no
MAC004287,8/18/2013,0.087,0.22,1.108,48,0.232,10.569,0.072,no
MAC001448,7/9/2013,0.5,1.634,2.254,4,1.379,37.201,1.912,yes
MAC002862,11/6/2013,0.203,0.295,1.555,48,0.321,14.16,0.048,no
MAC002582,7/25/2013,0.912,0.917,1.896,36,0.953,84.344,2.278,yes
MAC002595,7/17/2012,1.556,2.302,4.471,17,0.263,38.335,1.237,yes
MAC001966,11/10/2012,2.129,0.299,4.093,40,0.952,84.245,2.306,yes
MAC002575,10/10/2013,0.074,0.115,0.538,48,0.093,5.505,0.055,no
MAC002859,6/30/2013,2.193,1.223,2.616,19,0.853,43.669,1.793,yes
MAC002214,8/2/2012,1.456,0.426,2.743,20,0.339,80.974,0.334,yes
MAC002859,9/23/2012,0.125,0.727,3.469,21,0.867,82.353,1.915,yes
MAC005172,3/15/2013,0.116,0.133,0.507,48,0.097,6.376,0.034,no
MAC001448,10/10/2012,0.116,0.859,2.825,15,1.12,113.802,1.615,yes
MAC003365,5/9/2013,0.052,0.073,0.737,48,0.107,3.519,0.01,no
MAC002595,12/16/2012,0.122,0.189,1.008,48,0.217,9.065,0.034,no
MAC001835,8/6/2012,2.045,1.575,3.476,39,0.102,34.054,1.923,yes
MAC002859,5/20/2012,0.417,0.522,1.401,48,0.434,25.053,0.053,no
MAC003403,2/10/2013,0.093,0.104,0.225,48,0.047,4.99,0.046,no
MAC002599,8/19/2012,2.072,0.14,3.979,3,0.509,32.878,1.674,yes
MAC001966,8/13/2013,0.816,1.412,4.646,4,0.112,50.728,0.207,yes
MAC003387,1/3/2013,0.049,0.065,0.383,48,0.058,3.096,0.013,no
MAC001966,8/21/2012,2.6,2.366,3.182,7,1.246,27.595,0.605,yes
MAC002595,1/11/2013,0.197,0.247,1.384,48,0.252,11.872,0.035,no
MAC000897,1/14/2014,0.089,0.133,0.512,48,0.126,6.361,0.036,no
MAC003445,10/6/2013,0.246,0.354,1.082,48,0.238,16.984,0.158,no
MAC005159,10/1/2013,0.196,0.239,0.723,48,0.119,11.462,0.159,no
MAC004408,4/21/2012,0.134,0.157,0.459,48,0.104,7.533,0.047,no
MAC003387,11/8/2013,0.051,0.065,0.232,48,0.049,3.125,0.018,no
MAC002606,6/11/2013,2.218,1.4,3.881,42,0.249,13.243,2.047,yes
MAC002528,1/4/2014,2.482,0.077,4.585,5,0.706,1.794,1.069,yes
MAC000897,1/13/2013,2.599,2.116,1.206,15,1.446,69.765,1.254,yes
MAC002327,5/17/2013,0.854,1.149,3.945,41,0.316,27.938,1.847,yes
MAC002528,3/5/2013,1.543,1.957,1.255,13,0.147,26.272,0.94,yes
MAC002214,8/14/2013,1.265,0.011,2.272,21,1.414,32.35,2.239,yes
MAC002862,5/23/2013,0.158,0.203,1.015,48,0.204,9.754,0.04,no
MAC001448,1/11/2014,0.238,0.955,2.083,34,1.287,40.805,0.444,yes
MAC003903,5/15/2013,0.696,0.68,1.479,48,0.324,32.619,0.297,no
MAC002575,4/8/2013,0.097,0.144,0.683,48,0.137,6.931,0.041,no
MAC000897,2/8/2014,0.086,0.103,0.272,48,0.054,4.928,0.041,no
MAC002214,7/6/2012,0.145,0.148,0.2,48,0.019,7.095,0.119,no
MAC002474,2/4/2013,2.923,1.394,4.216,9,1.3,40.156,1.873,yes
MAC002474,8/5/2012,0.684,1.518,2.849,6,0.201,33.014,2.053,yes
MAC002214,8/25/2013,0.122,0.17,0.987,48,0.184,8.144,0.042,no
MAC002481,10/23/2012,0.194,0.234,1.016,48,0.184,11.24,0.04,no
MAC000897,9/22/2012,1.956,2.062,0.388,13,1.275,76.639,1.789,yes
MAC002474,9/20/2012,2.131,0.031,4.298,34,0.335,74.053,1.49,yes
MAC002599,11/23/2013,1.522,0.719,0.844,19,0.1,26.598,0.378,yes
MAC002214,9/6/2013,0.108,0.174,0.631,48,0.152,8.353,0.048,no
MAC003445,1/24/2014,0.283,0.437,1.894,48,0.385,20.965,0.136,no
MAC002582,6/8/2013,0.105,0.175,0.853,48,0.184,8.412,0.042,no
MAC001966,12/20/2013,2.419,0.626,1.618,24,1.267,0.339,0.842,yes
MAC004417,11/1/2013,0.072,0.132,0.649,48,0.141,6.329,0.019,no
MAC001835,7/13/2012,1.832,1.647,1.37,5,0.815,85.772,1.155,yes
MAC002481,10/23/2012,0.101,1.342,0.829,29,0.338,89.791,1.107,yes
MAC000606,7/25/2012,2.735,0.657,3.355,46,0.184,6.446,0.147,yes
MAC003173,1/3/2014,0.2,0.349,1.795,48,0.372,16.743,0.043,no
MAC002575,11/23/2013,0.966,0.112,1.652,35,1.363,21.066,0.462,yes
MAC003903,1/1/2013,0.83,1.053,2.361,48,0.49,50.54,0.358,no
MAC002582,12/5/2013,1.378,1.653,3.514,28,1.068,30.289,1.813,yes
MAC003387,8/29/2013,0.075,0.077,0.258,48,0.042,3.718,0.029,no
MAC000897,11/30/2013,0.102,0.112,0.667,48,0.098,5.37,0.03,no
MAC003387,11/14/2012,0.059,0.07,0.303,48,0.053,3.361,0.018,no
MAC003173,9/24/2012,0.173,0.298,1.298,48,0.321,14.286,0.042,no
MAC004408,4/27/2013,0.121,0.132,0.519,48,0.095,6.315,0.039,no
MAC001448,6/12/2013,0.784,0.376,1.863,6,0.138,41.161,1.219,yes
MAC002481,12/6/2012,0.434,0.06,2.644,13,0.437,40.314,1.903,yes
MAC002595,4/19/2013,0.121,0.129,0.382,48,0.085,6.191,0.03,no
MAC002595,6/8/2013,0.094,0.133,0.84,48,0.148,6.386,0.03,no
MAC003365,12/10/2012,0.067,0.108,0.496,48,0.107,5.195,0.015,no
MAC004957,7/31/2013,0.027,0.038,0.249,48,0.043,1.84,0,no
MAC002481,12/15/2013,1.699,0.64,3.175,22,1.243,48.906,0.848,yes
MAC002599,12/19/2012,1.073,1.011,1.335,27,0.743,67.486,1.509,yes
MAC002214,9/10/2013,2.463,2.43,2.163,19,1.155,72.964,1.628,yes
MAC000897,10/3/2012,0.13,0.291,3.342,19,1.162,8.922,1.704,yes
MAC002481,11/15/2012,2.966,1.439,4.769,10,0.476,71.241,1.585,yes
MAC001966,7/6/2012,2.153,0.58,0.351,11,0.855,108.36,1.679,yes
MAC001966,6/14/2012,2.147,0.802,1.431,32,1.34,48.204,1.499,yes
MAC004543,1/24/2013,0.436,0.464,1.437,48,0.296,22.281,0.166,no
MAC003173,10/2/2013,0.141,0.152,0.356,48,0.06,7.302,0.044,no
MAC002214,8/17/2013,1.73,0.383,0.24,43,1.229,78.626,0.947,yes
MAC002582,11/6/2012,0.17,0.208,1.009,48,0.179,9.974,0.038,no
MAC002582,5/8/2013,2.32,1.634,4.595,26,0.056,81.972,0.87,yes
MAC000897,3/18/2013,0.811,1.128,3.699,47,0.995,40.959,1.77,yes
MAC003211,4/20/2013,0.157,0.263,1.057,48,0.22,12.603,0.086,no
MAC003427,3/15/2013,0.268,0.317,1.618,48,0.305,15.206,0.091,no
MAC002582,12/13/2013,1.206,0.562,0.571,33,0.375,31.945,2.228,yes
MAC001966,9/5/2013,2.093,1.962,1.319,32,1.153,65.814,0.708,yes
MAC002606,8/26/2012,0.194,2.167,2.267,11,0.412,29.013,2.206,yes
MAC002599,9/10/2012,0.854,1.321,4.158,44,0.977,104.435,1.772,yes
MAC003403,11/19/2013,0.117,0.158,0.846,48,0.164,7.605,0.05,no
MAC000897,2/21/2013,0.246,0.199,0.923,25,0.694,31.676,0.004,yes
MAC002214,9/8/2013,0.676,1.547,2.785,35,0.424,85.166,0.231,yes
MAC002327,1/23/2013,0.082,0.09,0.16,48,0.023,4.332,0.056,no
MAC003445,9/13/2013,0.332,0.444,1.217,48,0.286,21.288,0.163,no
MAC002595,7/7/2013,0.08,0.093,0.274,48,0.058,4.455,0.03,no
MAC001410,7/5/2012,0.232,2.26,3.809,17,0.758,62.397,2.163,yes
MAC002528,11/28/2013,0.033,0.061,0.658,48,0.093,2.928,0.02,no
MAC001448,2/4/2013,0.567,2.212,3.403,41,1.187,99.393,1.993,yes
MAC002528,4/5/2013,1.596,0.774,4.046,26,0.565,67.723,0.76,yes
MAC001966,8/26/2012,0.397,1.026,2.485,39,0.366,81.211,1.994,yes
MAC002327,5/20/2012,2.056,2.16,2.813,21,1.06,115.709,0.198,yes
MAC002575,2/3/2013,2.495,1.498,0.949,20,1.376,9.445,2.196,yes
MAC001448,5/28/2013,0.172,0.263,0.674,48,0.185,12.609,0.052,no
MAC001835,11/9/2012,1.632,2.21,1.751,5,0.942,1.964,0.308,yes
MAC002474,10/26/2013,0.046,0.073,0.688,48,0.108,3.527,0.013,no
MAC002859,1/25/2014,0.139,0.193,0.675,48,0.145,9.258,0.069,no
MAC002474,3/17/2013,0.608,0.47,3.293,2,0.401,29.102,2.173,yes
MAC001835,12/23/2012,2.956,0.482,4.562,9,0.859,100.341,0.096,yes
MAC002575,4/9/2013,1.947,0.544,1.966,19,1.179,44.572,1.025,yes
MAC002327,7/1/2012,2.441,2.038,0.621,3,0.351,66.587,1.748,yes
MAC002582,12/12/2012,2.196,0.374,3.845,47,0.958,11.586,1.012,yes
MAC004957,11/27/2013,0.049,0.164,0.98,48,0.302,7.871,0,no
MAC002474,10/6/2012,0.039,0.069,1.364,48,0.194,3.314,0.011,no
MAC001410,1/2/2013,0.273,0.291,0.818,48,0.199,13.963,0.055,no
MAC002214,2/6/2013,0.495,2.012,0.488,11,0.444,30.8,0.178,yes
MAC003173,9/6/2013,0.198,0.393,1.623,48,0.371,18.841,0.095,no
MAC003211,11/19/2012,0.253,0.381,2.13,48,0.36,18.292,0.11,no
MAC002474,6/30/2012,0.046,0.057,0.69,48,0.096,2.729,0.013,no
MAC003221,10/13/2012,0.113,0.197,0.605,48,0.159,9.447,0.06,no
MAC002582,2/4/2014,2.716,0.216,3.93,37,1.031,9.047,0.291,yes
MAC002599,5/27/2013,2.104,1.218,1.774,24,0.004,52.067,1.799,yes
MAC002327,5/13/2012,3,0.419,1.187,44,0.563,83.49,0.022,yes
MAC002528,1/17/2014,0.037,0.079,0.777,48,0.12,3.769,0.02,no
MAC002575,1/5/2014,1.093,2.057,1.877,2,0.98,93.801,0.274,yes
MAC001966,10/7/2013,0.286,0.199,0.642,45,1.167,10.066,0.899,yes
MAC002582,9/26/2013,0.095,0.162,1.047,48,0.196,7.76,0.036,no
MAC000606,12/30/2012,0.188,0.216,1.036,48,0.152,10.366,0.041,no
MAC002606,8/4/2012,2.724,1.947,3.436,32,0.495,15.473,0.931,yes
MAC001410,2/9/2013,0.377,0.725,3.35,36,1.38,66.777,0.177,yes
MAC001410,4/24/2013,2.38,2.052,4.417,31,1.381,78.637,2.265,yes
MAC002481,2/14/2014,0.565,0.239,3.794,43,0.397,24.081,0.618,yes
MAC001448,7/14/2012,1.201,1.864,2.383,19,0.91,70.299,0.824,yes
MAC001448,6/15/2013,0.773,0.693,0.955,17,1.412,86.058,0.692,yes
MAC003580,5/6/2013,0.064,0.101,0.466,48,0.096,4.838,0.032,no
MAC003822,12/24/2012,0.069,0.066,0.099,48,0.017,3.171,0.03,no
MAC003441,10/22/2012,0.27,0.382,1.486,48,0.291,18.344,0.144,no
MAC002599,10/18/2012,2.131,1.788,0.428,29,0.217,59.178,1.51,yes
MAC002528,9/9/2012,2.746,0.45,4.212,33,1.41,74.378,0.199,yes
MAC002528,11/22/2012,0.034,0.07,0.779,48,0.114,3.371,0.022,no
MAC001448,8/23/2013,1.912,0.817,2.177,28,0.47,5.161,2.184,yes
MAC002474,5/14/2012,0.036,0.038,0.127,48,0.025,1.813,0.012,no
MAC002481,11/3/2012,1.509,1.73,4.139,2,0.668,85.821,0.246,yes
MAC002474,7/18/2012,0.039,0.041,0.086,48,0.018,1.99,0.013,no
MAC004832,11/20/2012,0.164,0.246,0.99,48,0.236,11.815,0.024,no
MAC003445,2/12/2013,0.552,0.578,1.429,48,0.33,27.723,0.228,no
MAC003559,12/13/2013,0.089,0.3,3.771,48,0.571,14.392,0.064,no
MAC003358,12/28/2012,0.127,0.19,1.157,48,0.181,9.122,0.04,no
MAC003211,12/9/2013,0.241,0.322,1.382,48,0.231,15.446,0.108,no
MAC001835,6/7/2012,0.999,2.252,3.037,15,1.3,96.954,1.641,yes
MAC002528,9/14/2013,1.797,0.088,1.926,17,1.21,85.075,0.144,yes
MAC004832,2/11/2014,0.124,0.171,0.716,48,0.152,8.215,0.028,no
MAC002327,6/11/2012,0.436,0.508,1.869,48,0.374,24.402,0.132,no
MAC004287,1/29/2013,0.292,0.307,0.824,48,0.19,14.747,0.077,no
MAC002481,1/8/2014,0.293,0.297,0.894,48,0.169,14.278,0.095,no
MAC002481,10/30/2013,1.525,1.656,3.461,35,0.7,92.808,1.942,yes
MAC001448,9/10/2012,0.188,0.184,0.332,48,0.071,8.811,0.057,no
MAC004832,2/3/2014,0.118,0.157,0.697,48,0.138,7.546,0.025,no
MAC002859,1/29/2014,0.136,0.228,1.095,48,0.235,10.949,0.054,no
MAC002606,10/31/2012,0.083,0.093,0.166,48,0.037,4.48,0.043,no
MAC003445,7/12/2013,0.192,0.193,0.273,48,0.033,9.243,0.134,no
MAC001966,9/11/2012,1.654,2.219,1.811,36,0.269,99.888,0.639,yes
MAC002862,5/22/2012,0.141,0.212,1.484,48,0.247,10.161,0.053,no
MAC002327,4/30/2013,2.26,1.664,2.316,3,0.07,97.778,0.459,yes
MAC003365,4/27/2013,0.062,0.113,0.608,48,0.142,5.409,0.01,no
MAC002606,3/8/2013,0.157,0.188,0.682,48,0.128,9.035,0.043,no
MAC004957,5/20/2012,0.038,0.046,0.182,48,0.041,2.19,0.002,no
MAC002859,5/23/2013,0.082,0.14,0.546,48,0.117,6.7,0.052,no
MAC004957,8/3/2013,0.053,0.051,0.132,48,0.031,2.444,0,no
MAC002599,12/29/2013,2.158,0.543,2.47,10,0.225,1.356,0.273,yes
MAC004543,7/4/2012,0.37,0.415,1.197,48,0.224,19.932,0.172,no
MAC002528,3/14/2013,0.036,0.051,0.207,48,0.039,2.452,0.021,no
MAC002575,9/22/2013,1.155,2.11,0.451,12,1.235,13.014,1.16,yes
MAC002481,9/7/2012,0.275,1.77,3.232,2,1.153,15.743,1.417,yes
MAC005159,7/8/2013,0.229,0.327,0.873,48,0.196,15.685,0.163,no
MAC002575,1/24/2013,1.091,1.96,0.254,10,0.327,5.714,2.211,yes
